# p	X(p)
0	0.8714605468850989
1	0.9058908305938083
2	1.0044281063604463
3	1.157091567062795
4	1.3556528220243658
5	1.5969533173079138
6	1.8833937826827178
7	2.2231067894318337
8	2.6311742679885
9	3.132868057465692
10	3.7707677546890124
11	4.620563005801888
12	5.829637150112295
13	7.727658197136139
14	11.23551735493428
15	20.27710243355124
16	108.4777248666955
17	30.573600222443776
18	12.742014370637673
19	7.613865685793546
20	5.072053777040911
21	3.4701598233329123
22	2.2997040610977537
23	1.363187723582761
24	0.692379145313397
25	0.9215888018317929
26	1.830501163783066
27	3.054141368886466
28	4.721330777288745
29	7.227065056373396
30	11.625886284810075
31	21.87568491001967
32	77.07211889476896
33	68.09481131470777
34	25.794402603555106
35	16.598143137534557
36	12.530478522271201
37	10.208287793178247
38	8.68429669767687
39	7.586803084275922
40	6.7372586106164
41	6.035350805222011
42	5.41479093081422
43	4.821515921473574
44	4.198156423405604
45	3.469045796150693
46	2.572268402212813
47	2.594890793973087
48	11.942191221965844
49	41.33453152095033
50	14.411489865635858
51	10.749069112439335
52	9.389674803652085
53	8.77994972422351
54	8.553501284858209
55	8.604614085617522
56	8.934077136564229
57	9.635918600006066
58	10.975347817268352
59	13.723015736862296
60	21.067305668525375
61	78.96353285289743
62	28.84778577263473
63	10.357522537204908
64	9.32112634369414
65	99.40802276383357
66	12.44890483295051
67	8.55461798822026
68	7.3800888066366275
69	6.997895224882902
70	7.0014946256852655
71	7.274764819780511
72	7.810991423148462
73	8.688833234741375
74	10.127679458625959
75	12.727417981223871
76	18.684557567387472
77	46.976024818087325
78	42.921074633116895
79	10.971163123406807
80	7.15767072707603
81	57.88041748263585
82	8.114814104706303
83	2.9580612261761563
84	1.016919175301616
85	0.7450545803835175
86	1.68730897221139
87	2.7020521054680158
88	3.8215638571007378
89	5.185888766744756
90	7.049393607569865
91	9.995542852618753
92	15.887794703980875
93	36.4205944156892
94	103.04509118950153
95	19.411349557182085
96	14.953623918562997
97	58.97191522229068
98	38.12925616191806
99	17.177087988790795
100	11.76337460791191
101	9.15737701206105
102	7.576328293958688
103	6.491192534809377
104	5.685279470031544
105	5.050985389700823
106	4.526582122988313
107	4.07012402691168
108	3.6379345344283336
109	3.0813435286028743
110	28.265301585979973
111	4.784353588549859
112	6.700586587935066
113	19.587024021074416
114	31.35195082158794
115	11.20581470474822
116	7.80668717800763
117	6.44980410349234
118	5.748444065734713
119	5.351291825345982
120	5.137715182059798
121	5.069532718353772
122	5.159938191645375
123	5.494319776304368
124	6.361247337787263
125	9.082253122167273
126	42.055558133050546
127	8.532983607603224
128	4.484194842882146
129	8.532983607601611
130	42.05555813305131
131	9.082253122167087
132	6.36124733778694
133	5.494319776303774
134	5.159938191645085
135	5.06953271835331
136	5.137715182059645
137	5.351291825345769
138	5.748444065735082
139	6.449804103490836
140	7.8066871780071745
141	11.205814704748494
142	31.351950821587163
143	19.587024021073645
144	6.7005865879345
145	4.784353588549887
146	28.26530158598057
147	3.0813435286023294
148	3.6379345344282483
149	4.070124026911149
150	4.52658212298827
151	5.050985389700994
152	5.68527947003184
153	6.491192534809142
154	7.57632829395878
155	9.15737701206126
156	11.763374607911176
157	17.177087988789232
158	38.12925616191725
159	58.9719152222908
160	14.95362391856279
161	19.411349557182444
162	103.04509118950168
163	36.42059441569386
164	15.887794703983337
165	9.99554285261953
166	7.0493936075699475
167	5.185888766745062
168	3.8215638571004207
169	2.702052105467465
170	1.6873089722121364
171	0.7450545803830831
172	1.0169191753014857
173	2.9580612261769152
174	8.114814104703672
175	57.880417482636545
176	7.157670727075251
177	10.971163123405942
178	42.92107463311725
179	46.976024818087446
180	18.684557567387657
181	12.727417981224283
182	10.127679458626417
183	8.688833234741745
184	7.810991423148242
185	7.274764819781937
186	7.001494625684801
187	6.997895224882618
188	7.38008880663577
189	8.55461798822064
190	12.448904832951241
191	99.40802276383285
192	9.321126343695498
193	10.357522537204344
194	28.84778577263142
195	78.96353285289827
196	21.067305668525666
197	13.723015736861672
198	10.97534781726905
199	9.635918600005724
200	8.934077136565367
201	8.604614085617042
202	8.553501284859164
203	8.779949724222785
204	9.389674803652989
205	10.749069112440727
206	14.411489865634953
207	41.33453152094898
208	11.942191221965702
209	2.5948907939716337
210	2.572268402212325
211	3.4690457961504753
212	4.1981564234049324
213	4.821515921473422
214	5.414790930814393
215	6.03535080522139
216	6.737258610616488
217	7.586803084276506
218	8.684296697675954
219	10.208287793178888
220	12.53047852227012
221	16.598143137534294
222	25.79440260355579
223	68.09481131470717
224	77.07211889477063
225	21.875684910020794
226	11.625886284809864
227	7.227065056373704
228	4.721330777288901
229	3.054141368884943
230	1.8305011637833675
231	0.9215888018314016
232	0.6923791453126649
233	1.363187723584057
234	2.299704061097007
235	3.4701598233329496
236	5.072053777039732
237	7.613865685792729
238	12.742014370636081
239	30.573600222439257
240	108.47772486669831
241	20.277102433550837
242	11.235517354932668
243	7.7276581971357485
244	5.829637150112898
245	4.620563005801192
246	3.770767754688798
247	3.132868057465839
248	2.631174267988415
249	2.2231067894317014
250	1.883393782683186
251	1.5969533173074644
252	1.3556528220231685
253	1.1570915670630388
254	1.0044281063594156
255	0.9058908305934584
